index,field,pv,value,record_type
1964,bcd_offset_y,SR12C-DI-EBPM-10:CF:BCD_Y_S,0,ao
1964,golden_offset_x,SR12C-DI-EBPM-10:CF:GOLDEN_X_S,0,ao
1964,golden_offset_y,SR12C-DI-EBPM-10:CF:GOLDEN_Y_S,0,ao
1980,bba_offset_x,SR12C-DI-EBPM-11:CF:BBA_X_S,0,ao
1980,bba_offset_y,SR12C-DI-EBPM-11:CF:BBA_Y_S,0,ao
1980,bcd_offset_x,SR12C-DI-EBPM-11:CF:BCD_X_S,0,ao
1980,bcd_offset_y,SR12C-DI-EBPM-11:CF:BCD_Y_S,0,ao
1980,golden_offset_x,SR12C-DI-EBPM-11:CF:GOLDEN_X_S,0,ao
1980,golden_offset_y,SR12C-DI-EBPM-11:CF:GOLDEN_Y_S,0,ao
2026,bba_offset_x,SR13C-DI-EBPM-00:CF:BBA_X_S,0,ao
2026,bba_offset_y,SR13C-DI-EBPM-00:CF:BBA_Y_S,0,ao
2026,bcd_offset_x,SR13C-DI-EBPM-00:CF:BCD_X_S,0,ao
2026,bcd_offset_y,SR13C-DI-EBPM-00:CF:BCD_Y_S,0,ao
2026,golden_offset_x,SR13C-DI-EBPM-00:CF:GOLDEN_X_S,0,ao
2026,golden_offset_y,SR13C-DI-EBPM-00:CF:GOLDEN_Y_S,0,ao
2042,bba_offset_x,SR13C-DI-EBPM-01:CF:BBA_X_S,0,ao
2042,bba_offset_y,SR13C-DI-EBPM-01:CF:BBA_Y_S,0,ao
2042,bcd_offset_x,SR13C-DI-EBPM-01:CF:BCD_X_S,0,ao
2042,bcd_offset_y,SR13C-DI-EBPM-01:CF:BCD_Y_S,0,ao
2042,golden_offset_x,SR13C-DI-EBPM-01:CF:GOLDEN_X_S,0,ao
2042,golden_offset_y,SR13C-DI-EBPM-01:CF:GOLDEN_Y_S,0,ao
2059,bba_offset_x,SR13C-DI-EBPM-02:CF:BBA_X_S,0,ao
2059,bba_offset_y,SR13C-DI-EBPM-02:CF:BBA_Y_S,0,ao
2059,bcd_offset_x,SR13C-DI-EBPM-02:CF:BCD_X_S,0,ao
2059,bcd_offset_y,SR13C-DI-EBPM-02:CF:BCD_Y_S,0,ao
2059,golden_offset_x,SR13C-DI-EBPM-02:CF:GOLDEN_X_S,0,ao
2059,golden_offset_y,SR13C-DI-EBPM-02:CF:GOLDEN_Y_S,0,ao
2069,bba_offset_x,SR13C-DI-EBPM-03:CF:BBA_X_S,0,ao
2069,bba_offset_y,SR13C-DI-EBPM-03:CF:BBA_Y_S,0,ao
2069,bcd_offset_x,SR13C-DI-EBPM-03:CF:BCD_X_S,0,ao
2069,bcd_offset_y,SR13C-DI-EBPM-03:CF:BCD_Y_S,0,ao
2069,golden_offset_x,SR13C-DI-EBPM-03:CF:GOLDEN_X_S,0,ao
2069,golden_offset_y,SR13C-DI-EBPM-03:CF:GOLDEN_Y_S,0,ao
2091,bba_offset_x,SR13C-DI-EBPM-04:CF:BBA_X_S,0,ao
2091,bba_offset_y,SR13C-DI-EBPM-04:CF:BBA_Y_S,0,ao
2091,bcd_offset_x,SR13C-DI-EBPM-04:CF:BCD_X_S,0,ao
2091,bcd_offset_y,SR13C-DI-EBPM-04:CF:BCD_Y_S,0,ao
2091,golden_offset_x,SR13C-DI-EBPM-04:CF:GOLDEN_X_S,0,ao
2091,golden_offset_y,SR13C-DI-EBPM-04:CF:GOLDEN_Y_S,0,ao
2102,bba_offset_x,SR13C-DI-EBPM-05:CF:BBA_X_S,0,ao
2102,bba_offset_y,SR13C-DI-EBPM-05:CF:BBA_Y_S,0,ao
2102,bcd_offset_x,SR13C-DI-EBPM-05:CF:BCD_X_S,0,ao
2102,bcd_offset_y,SR13C-DI-EBPM-05:CF:BCD_Y_S,0,ao
2102,golden_offset_x,SR13C-DI-EBPM-05:CF:GOLDEN_X_S,0,ao
2102,golden_offset_y,SR13C-DI-EBPM-05:CF:GOLDEN_Y_S,0,ao
2109,bba_offset_x,SR13C-DI-EBPM-06:CF:BBA_X_S,0,ao
2109,bba_offset_y,SR13C-DI-EBPM-06:CF:BBA_Y_S,0,ao
2109,bcd_offset_x,SR13C-DI-EBPM-06:CF:BCD_X_S,0,ao
2109,bcd_offset_y,SR13C-DI-EBPM-06:CF:BCD_Y_S,0,ao
2109,golden_offset_x,SR13C-DI-EBPM-06:CF:GOLDEN_X_S,0,ao
2109,golden_offset_y,SR13C-DI-EBPM-06:CF:GOLDEN_Y_S,0,ao
2123,bba_offset_x,SR13C-DI-EBPM-07:CF:BBA_X_S,0,ao
2123,bba_offset_y,SR13C-DI-EBPM-07:CF:BBA_Y_S,0,ao
2123,bcd_offset_x,SR13C-DI-EBPM-07:CF:BCD_X_S,0,ao
2123,bcd_offset_y,SR13C-DI-EBPM-07:CF:BCD_Y_S,0,ao
2123,golden_offset_x,SR13C-DI-EBPM-07:CF:GOLDEN_X_S,0,ao
2123,golden_offset_y,SR13C-DI-EBPM-07:CF:GOLDEN_Y_S,0,ao
2137,bba_offset_x,SR13C-DI-EBPM-08:CF:BBA_X_S,0,ao
2137,bba_offset_y,SR13C-DI-EBPM-08:CF:BBA_Y_S,0,ao
2137,bcd_offset_x,SR13C-DI-EBPM-08:CF:BCD_X_S,0,ao
2137,bcd_offset_y,SR13C-DI-EBPM-08:CF:BCD_Y_S,0,ao
2137,golden_offset_x,SR13C-DI-EBPM-08:CF:GOLDEN_X_S,0,ao
2137,golden_offset_y,SR13C-DI-EBPM-08:CF:GOLDEN_Y_S,0,ao
2153,bba_offset_x,SR13C-DI-EBPM-09:CF:BBA_X_S,0,ao
2153,bba_offset_y,SR13C-DI-EBPM-09:CF:BBA_Y_S,0,ao
2153,bcd_offset_x,SR13C-DI-EBPM-09:CF:BCD_X_S,0,ao
2153,bcd_offset_y,SR13C-DI-EBPM-09:CF:BCD_Y_S,0,ao
2153,golden_offset_x,SR13C-DI-EBPM-09:CF:GOLDEN_X_S,0,ao
2153,golden_offset_y,SR13C-DI-EBPM-09:CF:GOLDEN_Y_S,0,ao
2172,bba_offset_x,SR13C-DI-EBPM-10:CF:BBA_X_S,0,ao
2172,bba_offset_y,SR13C-DI-EBPM-10:CF:BBA_Y_S,0,ao
2172,bcd_offset_x,SR13C-DI-EBPM-10:CF:BCD_X_S,0,ao
2172,bcd_offset_y,SR13C-DI-EBPM-10:CF:BCD_Y_S,0,ao
2172,golden_offset_x,SR13C-DI-EBPM-10:CF:GOLDEN_X_S,0,ao
2172,golden_offset_y,SR13C-DI-EBPM-10:CF:GOLDEN_Y_S,0,ao
2188,bba_offset_x,SR14C-DI-EBPM-01:CF:BBA_X_S,0,ao
2188,bba_offset_y,SR14C-DI-EBPM-01:CF:BBA_Y_S,0,ao
2188,bcd_offset_x,SR14C-DI-EBPM-01:CF:BCD_X_S,0,ao
2188,bcd_offset_y,SR14C-DI-EBPM-01:CF:BCD_Y_S,0,ao
2188,golden_offset_x,SR14C-DI-EBPM-01:CF:GOLDEN_X_S,0,ao
2188,golden_offset_y,SR14C-DI-EBPM-01:CF:GOLDEN_Y_S,0,ao
2210,bba_offset_x,SR14C-DI-EBPM-02:CF:BBA_X_S,0,ao
2210,bba_offset_y,SR14C-DI-EBPM-02:CF:BBA_Y_S,0,ao
2210,bcd_offset_x,SR14C-DI-EBPM-02:CF:BCD_X_S,0,ao
2210,bcd_offset_y,SR14C-DI-EBPM-02:CF:BCD_Y_S,0,ao
2210,golden_offset_x,SR14C-DI-EBPM-02:CF:GOLDEN_X_S,0,ao
2210,golden_offset_y,SR14C-DI-EBPM-02:CF:GOLDEN_Y_S,0,ao
2220,bba_offset_x,SR14C-DI-EBPM-03:CF:BBA_X_S,0,ao
2220,bba_offset_y,SR14C-DI-EBPM-03:CF:BBA_Y_S,0,ao
2220,bcd_offset_x,SR14C-DI-EBPM-03:CF:BCD_X_S,0,ao
2220,bcd_offset_y,SR14C-DI-EBPM-03:CF:BCD_Y_S,0,ao
2220,golden_offset_x,SR14C-DI-EBPM-03:CF:GOLDEN_X_S,0,ao
2220,golden_offset_y,SR14C-DI-EBPM-03:CF:GOLDEN_Y_S,0,ao
2240,bba_offset_x,SR14C-DI-EBPM-04:CF:BBA_X_S,0,ao
2240,bba_offset_y,SR14C-DI-EBPM-04:CF:BBA_Y_S,0,ao
2240,bcd_offset_x,SR14C-DI-EBPM-04:CF:BCD_X_S,0,ao
2240,bcd_offset_y,SR14C-DI-EBPM-04:CF:BCD_Y_S,0,ao
2240,golden_offset_x,SR14C-DI-EBPM-04:CF:GOLDEN_X_S,0,ao
2240,golden_offset_y,SR14C-DI-EBPM-04:CF:GOLDEN_Y_S,0,ao
2251,bba_offset_x,SR14C-DI-EBPM-05:CF:BBA_X_S,0,ao
2251,bba_offset_y,SR14C-DI-EBPM-05:CF:BBA_Y_S,0,ao
2251,bcd_offset_x,SR14C-DI-EBPM-05:CF:BCD_X_S,0,ao
2251,bcd_offset_y,SR14C-DI-EBPM-05:CF:BCD_Y_S,0,ao
2251,golden_offset_x,SR14C-DI-EBPM-05:CF:GOLDEN_X_S,0,ao
2251,golden_offset_y,SR14C-DI-EBPM-05:CF:GOLDEN_Y_S,0,ao
2292,bba_offset_x,SR14C-DI-EBPM-06:CF:BBA_X_S,0,ao
2292,bba_offset_y,SR14C-DI-EBPM-06:CF:BBA_Y_S,0,ao
2292,bcd_offset_x,SR14C-DI-EBPM-06:CF:BCD_X_S,0,ao
2292,bcd_offset_y,SR14C-DI-EBPM-06:CF:BCD_Y_S,0,ao
2292,golden_offset_x,SR14C-DI-EBPM-06:CF:GOLDEN_X_S,0,ao
2292,golden_offset_y,SR14C-DI-EBPM-06:CF:GOLDEN_Y_S,0,ao
2306,bba_offset_x,SR14C-DI-EBPM-07:CF:BBA_X_S,0,ao
2306,bba_offset_y,SR14C-DI-EBPM-07:CF:BBA_Y_S,0,ao
2306,bcd_offset_x,SR14C-DI-EBPM-07:CF:BCD_X_S,0,ao
2306,bcd_offset_y,SR14C-DI-EBPM-07:CF:BCD_Y_S,0,ao
2306,golden_offset_x,SR14C-DI-EBPM-07:CF:GOLDEN_X_S,0,ao
2306,golden_offset_y,SR14C-DI-EBPM-07:CF:GOLDEN_Y_S,0,ao
2320,bba_offset_x,SR14C-DI-EBPM-08:CF:BBA_X_S,0,ao
2320,bba_offset_y,SR14C-DI-EBPM-08:CF:BBA_Y_S,0,ao
2320,bcd_offset_x,SR14C-DI-EBPM-08:CF:BCD_X_S,0,ao
2320,bcd_offset_y,SR14C-DI-EBPM-08:CF:BCD_Y_S,0,ao
2320,golden_offset_x,SR14C-DI-EBPM-08:CF:GOLDEN_X_S,0,ao
2320,golden_offset_y,SR14C-DI-EBPM-08:CF:GOLDEN_Y_S,0,ao
2337,bba_offset_x,SR14C-DI-EBPM-09:CF:BBA_X_S,0,ao
2337,bba_offset_y,SR14C-DI-EBPM-09:CF:BBA_Y_S,0,ao
2337,bcd_offset_x,SR14C-DI-EBPM-09:CF:BCD_X_S,0,ao
2337,bcd_offset_y,SR14C-DI-EBPM-09:CF:BCD_Y_S,0,ao
2337,golden_offset_x,SR14C-DI-EBPM-09:CF:GOLDEN_X_S,0,ao
2337,golden_offset_y,SR14C-DI-EBPM-09:CF:GOLDEN_Y_S,0,ao
2356,bba_offset_x,SR14C-DI-EBPM-10:CF:BBA_X_S,0,ao
2356,bba_offset_y,SR14C-DI-EBPM-10:CF:BBA_Y_S,0,ao
2356,bcd_offset_x,SR14C-DI-EBPM-10:CF:BCD_X_S,0,ao
2356,bcd_offset_y,SR14C-DI-EBPM-10:CF:BCD_Y_S,0,ao
2356,golden_offset_x,SR14C-DI-EBPM-10:CF:GOLDEN_X_S,0,ao
2356,golden_offset_y,SR14C-DI-EBPM-10:CF:GOLDEN_Y_S,0,ao
2372,bba_offset_x,SR15C-DI-EBPM-01:CF:BBA_X_S,0,ao
2372,bba_offset_y,SR15C-DI-EBPM-01:CF:BBA_Y_S,0,ao
2372,bcd_offset_x,SR15C-DI-EBPM-01:CF:BCD_X_S,0,ao
2372,bcd_offset_y,SR15C-DI-EBPM-01:CF:BCD_Y_S,0,ao
2372,golden_offset_x,SR15C-DI-EBPM-01:CF:GOLDEN_X_S,0,ao
2372,golden_offset_y,SR15C-DI-EBPM-01:CF:GOLDEN_Y_S,0,ao
2394,bba_offset_x,SR15C-DI-EBPM-02:CF:BBA_X_S,0,ao
2394,bba_offset_y,SR15C-DI-EBPM-02:CF:BBA_Y_S,0,ao
2394,bcd_offset_x,SR15C-DI-EBPM-02:CF:BCD_X_S,0,ao
2394,bcd_offset_y,SR15C-DI-EBPM-02:CF:BCD_Y_S,0,ao
2394,golden_offset_x,SR15C-DI-EBPM-02:CF:GOLDEN_X_S,0,ao
2394,golden_offset_y,SR15C-DI-EBPM-02:CF:GOLDEN_Y_S,0,ao
2404,bba_offset_x,SR15C-DI-EBPM-03:CF:BBA_X_S,0,ao
2404,bba_offset_y,SR15C-DI-EBPM-03:CF:BBA_Y_S,0,ao
2404,bcd_offset_x,SR15C-DI-EBPM-03:CF:BCD_X_S,0,ao
2404,bcd_offset_y,SR15C-DI-EBPM-03:CF:BCD_Y_S,0,ao
2404,golden_offset_x,SR15C-DI-EBPM-03:CF:GOLDEN_X_S,0,ao
2404,golden_offset_y,SR15C-DI-EBPM-03:CF:GOLDEN_Y_S,0,ao
2424,bba_offset_x,SR15C-DI-EBPM-04:CF:BBA_X_S,0,ao
2424,bba_offset_y,SR15C-DI-EBPM-04:CF:BBA_Y_S,0,ao
2424,bcd_offset_x,SR15C-DI-EBPM-04:CF:BCD_X_S,0,ao
2424,bcd_offset_y,SR15C-DI-EBPM-04:CF:BCD_Y_S,0,ao
2424,golden_offset_x,SR15C-DI-EBPM-04:CF:GOLDEN_X_S,0,ao
2424,golden_offset_y,SR15C-DI-EBPM-04:CF:GOLDEN_Y_S,0,ao
2435,bba_offset_x,SR15C-DI-EBPM-05:CF:BBA_X_S,0,ao
2435,bba_offset_y,SR15C-DI-EBPM-05:CF:BBA_Y_S,0,ao
2435,bcd_offset_x,SR15C-DI-EBPM-05:CF:BCD_X_S,0,ao
2435,bcd_offset_y,SR15C-DI-EBPM-05:CF:BCD_Y_S,0,ao
2435,golden_offset_x,SR15C-DI-EBPM-05:CF:GOLDEN_X_S,0,ao
2435,golden_offset_y,SR15C-DI-EBPM-05:CF:GOLDEN_Y_S,0,ao
2443,bba_offset_x,SR15C-DI-EBPM-06:CF:BBA_X_S,0,ao
2443,bba_offset_y,SR15C-DI-EBPM-06:CF:BBA_Y_S,0,ao
2443,bcd_offset_x,SR15C-DI-EBPM-06:CF:BCD_X_S,0,ao
2443,bcd_offset_y,SR15C-DI-EBPM-06:CF:BCD_Y_S,0,ao
2443,golden_offset_x,SR15C-DI-EBPM-06:CF:GOLDEN_X_S,0,ao
2443,golden_offset_y,SR15C-DI-EBPM-06:CF:GOLDEN_Y_S,0,ao
2457,bba_offset_x,SR15C-DI-EBPM-07:CF:BBA_X_S,0,ao
2457,bba_offset_y,SR15C-DI-EBPM-07:CF:BBA_Y_S,0,ao
2457,bcd_offset_x,SR15C-DI-EBPM-07:CF:BCD_X_S,0,ao
2457,bcd_offset_y,SR15C-DI-EBPM-07:CF:BCD_Y_S,0,ao
2457,golden_offset_x,SR15C-DI-EBPM-07:CF:GOLDEN_X_S,0,ao
2457,golden_offset_y,SR15C-DI-EBPM-07:CF:GOLDEN_Y_S,0,ao
2471,bba_offset_x,SR15C-DI-EBPM-08:CF:BBA_X_S,0,ao
2471,bba_offset_y,SR15C-DI-EBPM-08:CF:BBA_Y_S,0,ao
2471,bcd_offset_x,SR15C-DI-EBPM-08:CF:BCD_X_S,0,ao
2471,bcd_offset_y,SR15C-DI-EBPM-08:CF:BCD_Y_S,0,ao
2471,golden_offset_x,SR15C-DI-EBPM-08:CF:GOLDEN_X_S,0,ao
2471,golden_offset_y,SR15C-DI-EBPM-08:CF:GOLDEN_Y_S,0,ao
2488,bba_offset_x,SR15C-DI-EBPM-09:CF:BBA_X_S,0,ao
2488,bba_offset_y,SR15C-DI-EBPM-09:CF:BBA_Y_S,0,ao
2488,bcd_offset_x,SR15C-DI-EBPM-09:CF:BCD_X_S,0,ao
2488,bcd_offset_y,SR15C-DI-EBPM-09:CF:BCD_Y_S,0,ao
2488,golden_offset_x,SR15C-DI-EBPM-09:CF:GOLDEN_X_S,0,ao
2488,golden_offset_y,SR15C-DI-EBPM-09:CF:GOLDEN_Y_S,0,ao
2507,bba_offset_x,SR15C-DI-EBPM-10:CF:BBA_X_S,0,ao
2507,bba_offset_y,SR15C-DI-EBPM-10:CF:BBA_Y_S,0,ao
2507,bcd_offset_x,SR15C-DI-EBPM-10:CF:BCD_X_S,0,ao
2507,bcd_offset_y,SR15C-DI-EBPM-10:CF:BCD_Y_S,0,ao
2507,golden_offset_x,SR15C-DI-EBPM-10:CF:GOLDEN_X_S,0,ao
2507,golden_offset_y,SR15C-DI-EBPM-10:CF:GOLDEN_Y_S,0,ao
2523,bba_offset_x,SR16C-DI-EBPM-01:CF:BBA_X_S,0,ao
2523,bba_offset_y,SR16C-DI-EBPM-01:CF:BBA_Y_S,0,ao
2523,bcd_offset_x,SR16C-DI-EBPM-01:CF:BCD_X_S,0,ao
2523,bcd_offset_y,SR16C-DI-EBPM-01:CF:BCD_Y_S,0,ao
2523,golden_offset_x,SR16C-DI-EBPM-01:CF:GOLDEN_X_S,0,ao
2523,golden_offset_y,SR16C-DI-EBPM-01:CF:GOLDEN_Y_S,0,ao
2545,bba_offset_x,SR16C-DI-EBPM-02:CF:BBA_X_S,0,ao
2545,bba_offset_y,SR16C-DI-EBPM-02:CF:BBA_Y_S,0,ao
2545,bcd_offset_x,SR16C-DI-EBPM-02:CF:BCD_X_S,0,ao
2545,bcd_offset_y,SR16C-DI-EBPM-02:CF:BCD_Y_S,0,ao
2545,golden_offset_x,SR16C-DI-EBPM-02:CF:GOLDEN_X_S,0,ao
2545,golden_offset_y,SR16C-DI-EBPM-02:CF:GOLDEN_Y_S,0,ao
2555,bba_offset_x,SR16C-DI-EBPM-03:CF:BBA_X_S,0,ao
2555,bba_offset_y,SR16C-DI-EBPM-03:CF:BBA_Y_S,0,ao
2555,bcd_offset_x,SR16C-DI-EBPM-03:CF:BCD_X_S,0,ao
2555,bcd_offset_y,SR16C-DI-EBPM-03:CF:BCD_Y_S,0,ao
2555,golden_offset_x,SR16C-DI-EBPM-03:CF:GOLDEN_X_S,0,ao
2555,golden_offset_y,SR16C-DI-EBPM-03:CF:GOLDEN_Y_S,0,ao
2575,bba_offset_x,SR16C-DI-EBPM-04:CF:BBA_X_S,0,ao
2575,bba_offset_y,SR16C-DI-EBPM-04:CF:BBA_Y_S,0,ao
2575,bcd_offset_x,SR16C-DI-EBPM-04:CF:BCD_X_S,0,ao
2575,bcd_offset_y,SR16C-DI-EBPM-04:CF:BCD_Y_S,0,ao
2575,golden_offset_x,SR16C-DI-EBPM-04:CF:GOLDEN_X_S,0,ao
2575,golden_offset_y,SR16C-DI-EBPM-04:CF:GOLDEN_Y_S,0,ao
2586,bba_offset_x,SR16C-DI-EBPM-05:CF:BBA_X_S,0,ao
2586,bba_offset_y,SR16C-DI-EBPM-05:CF:BBA_Y_S,0,ao
2586,bcd_offset_x,SR16C-DI-EBPM-05:CF:BCD_X_S,0,ao
2586,bcd_offset_y,SR16C-DI-EBPM-05:CF:BCD_Y_S,0,ao
2586,golden_offset_x,SR16C-DI-EBPM-05:CF:GOLDEN_X_S,0,ao
2586,golden_offset_y,SR16C-DI-EBPM-05:CF:GOLDEN_Y_S,0,ao
2602,bba_offset_x,SR16C-DI-EBPM-06:CF:BBA_X_S,0,ao
2602,bba_offset_y,SR16C-DI-EBPM-06:CF:BBA_Y_S,0,ao
2602,bcd_offset_x,SR16C-DI-EBPM-06:CF:BCD_X_S,0,ao
2602,bcd_offset_y,SR16C-DI-EBPM-06:CF:BCD_Y_S,0,ao
2602,golden_offset_x,SR16C-DI-EBPM-06:CF:GOLDEN_X_S,0,ao
2602,golden_offset_y,SR16C-DI-EBPM-06:CF:GOLDEN_Y_S,0,ao
2616,bba_offset_x,SR16C-DI-EBPM-07:CF:BBA_X_S,0,ao
2616,bba_offset_y,SR16C-DI-EBPM-07:CF:BBA_Y_S,0,ao
2616,bcd_offset_x,SR16C-DI-EBPM-07:CF:BCD_X_S,0,ao
2616,bcd_offset_y,SR16C-DI-EBPM-07:CF:BCD_Y_S,0,ao
2616,golden_offset_x,SR16C-DI-EBPM-07:CF:GOLDEN_X_S,0,ao
2616,golden_offset_y,SR16C-DI-EBPM-07:CF:GOLDEN_Y_S,0,ao
2630,bba_offset_x,SR16C-DI-EBPM-08:CF:BBA_X_S,0,ao
2630,bba_offset_y,SR16C-DI-EBPM-08:CF:BBA_Y_S,0,ao
2630,bcd_offset_x,SR16C-DI-EBPM-08:CF:BCD_X_S,0,ao
2630,bcd_offset_y,SR16C-DI-EBPM-08:CF:BCD_Y_S,0,ao
2630,golden_offset_x,SR16C-DI-EBPM-08:CF:GOLDEN_X_S,0,ao
2630,golden_offset_y,SR16C-DI-EBPM-08:CF:GOLDEN_Y_S,0,ao
2646,bba_offset_x,SR16C-DI-EBPM-09:CF:BBA_X_S,0,ao
2646,bba_offset_y,SR16C-DI-EBPM-09:CF:BBA_Y_S,0,ao
2646,bcd_offset_x,SR16C-DI-EBPM-09:CF:BCD_X_S,0,ao
2646,bcd_offset_y,SR16C-DI-EBPM-09:CF:BCD_Y_S,0,ao
2646,golden_offset_x,SR16C-DI-EBPM-09:CF:GOLDEN_X_S,0,ao
2646,golden_offset_y,SR16C-DI-EBPM-09:CF:GOLDEN_Y_S,0,ao
2660,bba_offset_x,SR16C-DI-EBPM-10:CF:BBA_X_S,0,ao
2660,bba_offset_y,SR16C-DI-EBPM-10:CF:BBA_Y_S,0,ao
2660,bcd_offset_x,SR16C-DI-EBPM-10:CF:BCD_X_S,0,ao
2660,bcd_offset_y,SR16C-DI-EBPM-10:CF:BCD_Y_S,0,ao
2660,golden_offset_x,SR16C-DI-EBPM-10:CF:GOLDEN_X_S,0,ao
2660,golden_offset_y,SR16C-DI-EBPM-10:CF:GOLDEN_Y_S,0,ao
2671,bba_offset_x,SR16C-DI-EBPM-11:CF:BBA_X_S,0,ao
2671,bba_offset_y,SR16C-DI-EBPM-11:CF:BBA_Y_S,0,ao
2671,bcd_offset_x,SR16C-DI-EBPM-11:CF:BCD_X_S,0,ao
2671,bcd_offset_y,SR16C-DI-EBPM-11:CF:BCD_Y_S,0,ao
2671,golden_offset_x,SR16C-DI-EBPM-11:CF:GOLDEN_X_S,0,ao
2671,golden_offset_y,SR16C-DI-EBPM-11:CF:GOLDEN_Y_S,0,ao
2689,bba_offset_x,SR17C-DI-EBPM-00:CF:BBA_X_S,0,ao
2689,bba_offset_y,SR17C-DI-EBPM-00:CF:BBA_Y_S,0,ao
2689,bcd_offset_x,SR17C-DI-EBPM-00:CF:BCD_X_S,0,ao
2689,bcd_offset_y,SR17C-DI-EBPM-00:CF:BCD_Y_S,0,ao
2689,golden_offset_x,SR17C-DI-EBPM-00:CF:GOLDEN_X_S,0,ao
2689,golden_offset_y,SR17C-DI-EBPM-00:CF:GOLDEN_Y_S,0,ao
2700,bba_offset_x,SR17C-DI-EBPM-01:CF:BBA_X_S,0,ao
2700,bba_offset_y,SR17C-DI-EBPM-01:CF:BBA_Y_S,0,ao
2700,bcd_offset_x,SR17C-DI-EBPM-01:CF:BCD_X_S,0,ao
2700,bcd_offset_y,SR17C-DI-EBPM-01:CF:BCD_Y_S,0,ao
2700,golden_offset_x,SR17C-DI-EBPM-01:CF:GOLDEN_X_S,0,ao
2700,golden_offset_y,SR17C-DI-EBPM-01:CF:GOLDEN_Y_S,0,ao
2717,bba_offset_x,SR17C-DI-EBPM-02:CF:BBA_X_S,0,ao
2717,bba_offset_y,SR17C-DI-EBPM-02:CF:BBA_Y_S,0,ao
2717,bcd_offset_x,SR17C-DI-EBPM-02:CF:BCD_X_S,0,ao
2717,bcd_offset_y,SR17C-DI-EBPM-02:CF:BCD_Y_S,0,ao
2717,golden_offset_x,SR17C-DI-EBPM-02:CF:GOLDEN_X_S,0,ao
2717,golden_offset_y,SR17C-DI-EBPM-02:CF:GOLDEN_Y_S,0,ao
2727,bba_offset_x,SR17C-DI-EBPM-03:CF:BBA_X_S,0,ao
2727,bba_offset_y,SR17C-DI-EBPM-03:CF:BBA_Y_S,0,ao
2727,bcd_offset_x,SR17C-DI-EBPM-03:CF:BCD_X_S,0,ao
2727,bcd_offset_y,SR17C-DI-EBPM-03:CF:BCD_Y_S,0,ao
2727,golden_offset_x,SR17C-DI-EBPM-03:CF:GOLDEN_X_S,0,ao
2727,golden_offset_y,SR17C-DI-EBPM-03:CF:GOLDEN_Y_S,0,ao
2747,bba_offset_x,SR17C-DI-EBPM-04:CF:BBA_X_S,0,ao
2747,bba_offset_y,SR17C-DI-EBPM-04:CF:BBA_Y_S,0,ao
2747,bcd_offset_x,SR17C-DI-EBPM-04:CF:BCD_X_S,0,ao
2747,bcd_offset_y,SR17C-DI-EBPM-04:CF:BCD_Y_S,0,ao
2747,golden_offset_x,SR17C-DI-EBPM-04:CF:GOLDEN_X_S,0,ao
2747,golden_offset_y,SR17C-DI-EBPM-04:CF:GOLDEN_Y_S,0,ao
2758,bba_offset_x,SR17C-DI-EBPM-05:CF:BBA_X_S,0,ao
2758,bba_offset_y,SR17C-DI-EBPM-05:CF:BBA_Y_S,0,ao
2758,bcd_offset_x,SR17C-DI-EBPM-05:CF:BCD_X_S,0,ao
2758,bcd_offset_y,SR17C-DI-EBPM-05:CF:BCD_Y_S,0,ao
2758,golden_offset_x,SR17C-DI-EBPM-05:CF:GOLDEN_X_S,0,ao
2758,golden_offset_y,SR17C-DI-EBPM-05:CF:GOLDEN_Y_S,0,ao
2769,bba_offset_x,SR17C-DI-EBPM-06:CF:BBA_X_S,0,ao
2769,bba_offset_y,SR17C-DI-EBPM-06:CF:BBA_Y_S,0,ao
2769,bcd_offset_x,SR17C-DI-EBPM-06:CF:BCD_X_S,0,ao
2769,bcd_offset_y,SR17C-DI-EBPM-06:CF:BCD_Y_S,0,ao
2769,golden_offset_x,SR17C-DI-EBPM-06:CF:GOLDEN_X_S,0,ao
2769,golden_offset_y,SR17C-DI-EBPM-06:CF:GOLDEN_Y_S,0,ao
2783,bba_offset_x,SR17C-DI-EBPM-07:CF:BBA_X_S,0,ao
2783,bba_offset_y,SR17C-DI-EBPM-07:CF:BBA_Y_S,0,ao
2783,bcd_offset_x,SR17C-DI-EBPM-07:CF:BCD_X_S,0,ao
2783,bcd_offset_y,SR17C-DI-EBPM-07:CF:BCD_Y_S,0,ao
2783,golden_offset_x,SR17C-DI-EBPM-07:CF:GOLDEN_X_S,0,ao
2783,golden_offset_y,SR17C-DI-EBPM-07:CF:GOLDEN_Y_S,0,ao
2797,bba_offset_x,SR17C-DI-EBPM-08:CF:BBA_X_S,0,ao
2797,bba_offset_y,SR17C-DI-EBPM-08:CF:BBA_Y_S,0,ao
2797,bcd_offset_x,SR17C-DI-EBPM-08:CF:BCD_X_S,0,ao
2797,bcd_offset_y,SR17C-DI-EBPM-08:CF:BCD_Y_S,0,ao
2797,golden_offset_x,SR17C-DI-EBPM-08:CF:GOLDEN_X_S,0,ao
2797,golden_offset_y,SR17C-DI-EBPM-08:CF:GOLDEN_Y_S,0,ao
2813,bba_offset_x,SR17C-DI-EBPM-09:CF:BBA_X_S,0,ao
2813,bba_offset_y,SR17C-DI-EBPM-09:CF:BBA_Y_S,0,ao
2813,bcd_offset_x,SR17C-DI-EBPM-09:CF:BCD_X_S,0,ao
2813,bcd_offset_y,SR17C-DI-EBPM-09:CF:BCD_Y_S,0,ao
