index,field,pv,value,record_type
2240,enabled,SR14C-DI-EBPM-04:CF:ENABLED_S,1,ai
2248,error_sum,SR14A-PC-HSTR-06:ERCSUM,0,ai
2248,error_sum,SR14A-PC-VSTR-06:ERCSUM,0,ai
2248,state,SR14A-PC-HSTR-06:STATE,2,ai
2248,state,SR14A-PC-VSTR-06:STATE,2,ai
2251,enabled,SR14C-DI-EBPM-05:CF:ENABLED_S,1,ai
2292,enabled,SR14C-DI-EBPM-06:CF:ENABLED_S,1,ai
2298,error_sum,SR14A-PC-HSTR-07:ERCSUM,0,ai
2298,error_sum,SR14A-PC-VSTR-07:ERCSUM,0,ai
2298,state,SR14A-PC-HSTR-07:STATE,2,ai
2298,state,SR14A-PC-VSTR-07:STATE,2,ai
2306,enabled,SR14C-DI-EBPM-07:CF:ENABLED_S,1,ai
2308,error_sum,SR14A-PC-HSTR-08:ERCSUM,0,ai
2308,error_sum,SR14A-PC-VSTR-08:ERCSUM,0,ai
2308,state,SR14A-PC-HSTR-08:STATE,2,ai
2308,state,SR14A-PC-VSTR-08:STATE,2,ai
2318,error_sum,SR14A-PC-HSTR-09:ERCSUM,0,ai
